Ticker,Quandl_Code,Name,Exchange,Last Trade Date
EFC.P.A,EOD/EFC_P_A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE,3/19/2020
EFF,EOD/EFF,Eaton vance Floating-Rate Income Plus Fund of Beneficial Interest,NYSE,3/19/2020
EFL,EOD/EFL,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest,NYSE,3/19/2020
EFO,EOD/EFO,ProShares Ultra MSCI EAFE,NYSE Arca,3/19/2020
EFOI,EOD/EFOI,Energy Focus Inc.,NASDAQ,3/19/2020
EFR,EOD/EFR,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest,NYSE,3/19/2020
EFSC,EOD/EFSC,Enterprise Financial Services Corporation,NASDAQ,3/19/2020
EFT,EOD/EFT,Eaton Vance Floating Rate Income Trust of Beneficial Interest,NYSE,3/19/2020
EFU,EOD/EFU,ProShares UltraShort MSCI EAFE,NYSE Arca,3/19/2020
EFX,EOD/EFX,Equifax Inc.,NYSE,3/19/2020
EFZ,EOD/EFZ,ProShares Short MSCI EAFE,NYSE Arca,3/19/2020
EGAN,EOD/EGAN,eGain Corporation,NASDAQ,3/19/2020
EGBN,EOD/EGBN,Eagle Bancorp Inc.,NASDAQ,3/19/2020
EGF,EOD/EGF,Blackrock Enhanced Government Fund Inc.,NYSE,3/19/2020
EGHT,EOD/EGHT,8x8 Inc,NASDAQ,3/19/2020
EGIF,EOD/EGIF,Eagle Growth and Income Opportunities Fund of Beneficial Interest,NYSE,3/19/2020
EGLE,EOD/EGLE,Eagle Bulk Shipping Inc.,NASDAQ,3/19/2020
EGOV,EOD/EGOV,NIC Inc.,NASDAQ,3/19/2020
EGP,EOD/EGP,EastGroup Properties Inc.,NYSE,3/19/2020
EGPT,EOD/EGPT,VanEck Vectors Egypt Index,NYSE Arca,3/19/2020
EGRX,EOD/EGRX,Eagle Pharmaceuticals Inc.,NASDAQ,3/19/2020
EGY,EOD/EGY,VAALCO Energy Inc.,NYSE,3/19/2020
EH,EOD/EH,EHang Holdings Limited,NASDAQ,3/19/2020
EHC,EOD/EHC,Encompass Health Corporation,NYSE,3/19/2020
EHI,EOD/EHI,Western Asset Global High Income Fund Inc,NYSE,3/19/2020
EHT,EOD/EHT,Eaton Vance High Income 2021 Target Term Trust of Beneficial Interest,NYSE,3/19/2020
EHTH,EOD/EHTH,eHealth Inc.,NASDAQ,3/19/2020
EIC,EOD/EIC,Eagle Point Income Company Inc.,NYSE,3/19/2020
EIDO,EOD/EIDO,iShares MSCI Indonesia,NYSE Arca,3/19/2020
EIDX,EOD/EIDX,Eidos Therapeutics Inc.,NASDAQ,3/19/2020
EIG,EOD/EIG,Employers Holdings Inc,NYSE,3/19/2020
EIGI,EOD/EIGI,Endurance International Group Holdings Inc.,NASDAQ,3/19/2020
EIGR,EOD/EIGR,Eiger BioPharmaceuticals Inc.,NASDAQ,3/19/2020
EIM,EOD/EIM,Eaton Vance Municipal Bond Fund of Beneficial Interest $.01 par value,NYSE MKT,3/19/2020
EINC,EOD/YMLP,VanEck Vectors Energy Income,NYSE Arca,3/19/2020
EIRL,EOD/EIRL,iShares Trust MSCI Ireland,NYSE Arca,3/19/2020
EIS,EOD/EIS,iShares Inc MSCI Israel,NYSE Arca,3/19/2020
EIX,EOD/EIX,Edison International,NYSE,3/19/2020
EJAN,EOD/EJAN,Innovator ETFs Trust - Innovator MSCI Emerging Markets Power Buffer ETF - January,NYSE Arca,3/19/2020
EJUL,EOD/EJUL,Innovator MSCI Emerging Markets Power Buffer ETF - July,NYSE Arca,3/19/2020
EKAR,EOD/EKAR,Ideanomics NextGen Vehicles and Technology,NYSE Arca,3/19/2020
EKSO,EOD/EKSO,Ekso Bionics Holdings Inc.,NASDAQ,3/19/2020
EL,EOD/EL,Estee Lauder Companies Inc. (The),NYSE,3/19/2020
ELA,EOD/DGSE,Envela Corporation,NYSE MKT,3/19/2020
ELAN,EOD/ELAN,Elanco Animal Health Incorporated,NYSE,3/19/2020
ELAT,EOD/ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,NYSE,3/19/2020
ELC,EOD/ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,NYSE,3/19/2020
ELD,EOD/ELD,WisdomTree Emerging Markets Local Debt Fund,NYSE Arca,3/19/2020
ELF,EOD/ELF,e.l.f. Beauty Inc.,NYSE,3/19/2020
ELGX,EOD/ELGX,Endologix Inc.,NASDAQ,3/19/2020
ELJ,EOD/ELJ,Entergy Louisiana Inc. First Mortgage Bonds 5.25% Series due July 1 2052,NYSE,3/19/2020
ELLO,EOD/ELLO,Ellomay Capital Ltd (Israel),NYSE MKT,3/19/2020
ELMD,EOD/ELMD,Electromed Inc.,NYSE MKT,3/19/2020
ELOX,EOD/ELOX,Eloxx Pharmaceuticals Inc.,NASDAQ,3/19/2020
ELP,EOD/ELP,Companhia Paranaense de Energia (COPEL),NYSE,3/19/2020
ELS,EOD/ELS,Equity Lifestyle Properties Inc.,NYSE,3/19/2020
ELSE,EOD/ELSE,Electro-Sensors Inc.,NASDAQ,3/19/2020
ELTK,EOD/ELTK,Eltek Ltd.,NASDAQ,3/19/2020
ELU,EOD/ELU,Entergy Louisiana Inc. First Mortgage Bonds 4.70% Series due June 1 2063,NYSE,3/19/2020
ELVT,EOD/ELVT,Elevate Credit Inc.,NYSE,3/19/2020
ELY,EOD/ELY,Callaway Golf Company,NYSE,3/19/2020
EMAG,EOD/EMAG,VanEck Vectors Emerging Markets Aggregate Bond,NYSE Arca,3/19/2020
EMAN,EOD/EMAN,eMagin Corporation,NYSE MKT,3/19/2020
EMB,EOD/EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,NYSE Arca,3/19/2020
EMBH,EOD/EMBH,iShares Interest Rate Hedged Emerging Markets Bond,NYSE Arca,3/19/2020
EMCB,EOD/EMCB,WisdomTree Emerging Markets Corporate Bond Fund,NASDAQ,3/19/2020
EMCF,EOD/EMCF,Emclaire Financial Corp,NASDAQ,3/19/2020
EMCG,EOD/EMCG,WisdomTree Emerging Markets Consumer Growth Fund,NASDAQ,3/19/2020
EMD,EOD/EMD,Western Asset Emerging Markets Debt Fund Inc,NYSE,3/19/2020
EME,EOD/EME,EMCOR Group Inc.,NYSE,3/19/2020
EMEM,EOD/EMEM,Virtus Glovista Emerging Markets ETF,NYSE Arca,1/24/2020
EMF,EOD/EMF,Templeton Emerging Markets Fund,NYSE,3/19/2020
EMFM,EOD/EMFM,Global X MSCI Next Emerging & Frontier,NYSE Arca,3/19/2020
EMIF,EOD/EMIF,iShares S&P Emerging Markets Infrastructure Ix Fd,NASDAQ,3/19/2020
EMKR,EOD/EMKR,EMCORE Corporation,NASDAQ,3/19/2020
EML,EOD/EML,Eastern Company (The),NASDAQ,3/19/2020
EMLC,EOD/EMLC,VanEck Vectors J.P. Morgan EM Local Currency Bond,NYSE Arca,3/19/2020
EMLP,EOD/EMLP,First Trust North American Energy Infrastructure Fund,NYSE Arca,3/19/2020
EMMF,EOD/EMMF,WisdomTree Emerging Markets Multifactor Fund,NYSE Arca,3/19/2020
EMMS,EOD/EMMS,Emmis Communications Corporation,NASDAQ,3/19/2020
EMN,EOD/EMN,Eastman Chemical Company,NYSE,3/19/2020
EMNT,EOD/EMNT,PIMCO Enhanced Short Maturity Active ESG Exchange-Traded Fund,NYSE Arca,3/19/2020
EMO,EOD/EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,NYSE,3/19/2020
EMP,EOD/EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,NYSE,3/19/2020
EMQQ,EOD/EMQQ,Emerging Markets Internet and Ecommerce ETF (The),NYSE Arca,3/19/2020
EMR,EOD/EMR,Emerson Electric Company,NYSE,3/19/2020
EMSG,EOD/EMSG,Xtrackers MSCI Emerging Markets ESG Leaders Equity,NYSE Arca,3/19/2020
EMTY,EOD/EMTY,ProShares Decline of the Retail Store,NYSE Arca,3/19/2020
EMX,EOD/EMX,EMX Royalty Corporation (Canada),NYSE MKT,3/19/2020
EMXC,EOD/EMXC,iShares MSCI Emerging Markets ex China ETF,NASDAQ,3/19/2020
ENB,EOD/ENB,Enbridge Inc,NYSE,3/19/2020
ENBA,EOD/ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,NYSE,3/19/2020
ENBL,EOD/ENBL,Enable Midstream Partners LP representing limited partner interests,NYSE,3/19/2020
ENDP,EOD/ENDP,Endo International plc,NASDAQ,3/19/2020
ENFR,EOD/ENFR,Alerian Energy Infrastructure,NYSE Arca,3/19/2020
ENG,EOD/ENG,ENGlobal Corporation,NASDAQ,3/19/2020
ENIA,EOD/ENIA,Enel Americas S.A. American Depositary Shares,NYSE,3/19/2020
ENIC,EOD/ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of),NYSE,3/19/2020
ENJ,EOD/ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,NYSE,3/19/2020
ENLC,EOD/ENLC,EnLink Midstream LLC representing Limited Partner Interests,NYSE,3/19/2020
ENLV,EOD/ENLV,Enlivex Therapeutics Ltd.,NASDAQ,3/19/2020
ENO,EOD/ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,NYSE,3/19/2020
ENOB,EOD/ENOB,Enochian Biosciences Inc.,NASDAQ,3/19/2020
ENPH,EOD/ENPH,Enphase Energy Inc.,NASDAQ,3/19/2020
ENR,EOD/ENR,Energizer Holdings Inc.,NYSE,3/19/2020
ENR.P.A,EOD/ENR_P_A,Energizer Holdings Inc. 7.50% Series A Mandatory Convertible Preferred Stock,NYSE,3/19/2020
ENS,EOD/ENS,EnerSys,NYSE,3/19/2020
ENSG,EOD/ENSG,The Ensign Group Inc.,NASDAQ,3/19/2020
ENSV,EOD/ENSV,Enservco Corporation,NYSE MKT,3/19/2020
ENT,EOD/ENT,Global Eagle Entertainment Inc.,NASDAQ,3/19/2020
ENTA,EOD/ENTA,Enanta Pharmaceuticals Inc.,NASDAQ,3/19/2020
ENTG,EOD/ENTG,Entegris Inc.,NASDAQ,3/19/2020
ENTR,EOD/ENTR,ERShares Entrepreneur 30,NASDAQ,3/19/2020
ENTX,EOD/ENTX,Entera Bio Ltd.,NASDAQ,3/19/2020
ENTXW,EOD/ENTXW,Entera Bio Ltd. Warrant,NASDAQ,3/18/2020
ENV,EOD/ENV,Envestnet Inc,NYSE,3/19/2020
ENVA,EOD/ENVA,Enova International Inc.,NYSE,3/19/2020
ENX,EOD/ENX,Eaton Vance New York Municipal Bond Fund of Beneficial Interest $.01 par value,NYSE MKT,3/19/2020
ENZ,EOD/ENZ,Enzo Biochem Inc. ($0.01 Par Value),NYSE,3/19/2020
ENZL,EOD/ENZL,iShares MSCI New Zealand Capped ETF,NYSE Arca,3/19/2020
EOD,EOD/EOD,Wells Fargo Global Dividend Opportunity Fund,NYSE,3/19/2020
EOG,EOD/EOG,EOG Resources Inc.,NYSE,3/19/2020
EOI,EOD/EOI,Eaton Vance Enhance Equity Income Fundd Equity Income Fund Shares of Beneficial Interest,NYSE,3/19/2020
EOLS,EOD/EOLS,Evolus Inc.,NASDAQ,3/19/2020
EOS,EOD/EOS,Eaton Vance Enhance Equity Income Fund II,NYSE,3/19/2020
EOT,EOD/EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,NYSE,3/19/2020
EP.P.C,EOD/EP_P_C,El Paso Corporation Preferred Stock,NYSE,3/19/2020
EPAC,EOD/EPAC,Enerpac Tool Group Corp.,NYSE,3/19/2020
EPAM,EOD/EPAM,EPAM Systems Inc.,NYSE,3/19/2020
EPAY,EOD/EPAY,Bottomline Technologies Inc.,NASDAQ,3/19/2020
EPC,EOD/EPC,Edgewell Personal Care Company,NYSE,3/19/2020
EPD,EOD/EPD,Enterprise Products Partners L.P.,NYSE,3/19/2020
EPHE,EOD/EPHE,iShares MSCI Philippines,NYSE Arca,3/19/2020
EPI,EOD/EPI,WisdomTree India Earnings Fund,NYSE Arca,3/19/2020
EPIX,EOD/EPIX,ESSA Pharma Inc.,NASDAQ,3/19/2020
EPM,EOD/EPM,Evolution Petroleum Corporation Inc.,NYSE MKT,3/19/2020
EPOL,EOD/EPOL,iShares Trust MSCI Poland,NYSE Arca,3/19/2020
EPP,EOD/EPP,iShares MSCI Pacific Ex-Japan Index Fund,NYSE Arca,3/19/2020
EPR,EOD/EPR,EPR Properties,NYSE,3/19/2020
EPR.P.C,EOD/EPR_P_C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,NYSE,3/19/2020
EPR.P.E,EOD/EPR_P_E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,NYSE,3/19/2020
EPR.P.G,EOD/EPR_P_G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,NYSE,3/19/2020
EPRT,EOD/EPRT,Essential Properties Realty Trust Inc.,NYSE,3/19/2020
EPS,EOD/EPS,WisdomTree U.S. LargeCap Fund,NYSE Arca,3/19/2020
EPSN,EOD/EPSN,Epsilon Energy Ltd.,NASDAQ,3/19/2020
EPU,EOD/EPU,iShares Trust MSCI Peru,NYSE Arca,3/19/2020
EPV,EOD/EPV,ProShares UltraShort FTSE Europe,NYSE Arca,3/19/2020
EPZM,EOD/EPZM,Epizyme Inc.,NASDAQ,3/19/2020
EQ,EOD/EQ,Equillium Inc.,NASDAQ,3/19/2020
EQAL,EOD/EQAL,Invesco Russell 1000 Equal Weight,NYSE Arca,3/19/2020
EQBK,EOD/EQBK,Equity Bancshares Inc.,NASDAQ,3/19/2020
EQC,EOD/EQC,Equity Commonwealth of Beneficial Interest,NYSE,3/19/2020
EQC.P.D,EOD/EQC_P_D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,NYSE,3/19/2020
EQH,EOD/EQH,Equitable Holdings Inc.,NYSE,3/19/2020
EQH.P.A,EOD/EQH_P_A,Equitable Holdings Inc. Depositary Shares,NYSE,3/19/2020
EQIX,EOD/EQIX,Equinix Inc.,NASDAQ,3/19/2020
EQL,EOD/EQL,ALPS Equal Sector Weight,NYSE Arca,3/19/2020
EQM,EOD/EQM,"EQM Midstream Partners, LP",NYSE,3/19/2020
EQNR,EOD/EQNR,Equinor ASA,NYSE,3/19/2020
EQR,EOD/EQR,Equity Residential of Beneficial Interest,NYSE,3/19/2020
EQRR,EOD/EQRR,ProShares Equities for Rising Rates ETF,NASDAQ,3/19/2020
EQS,EOD/EQS,Equus Total Return Inc.,NYSE,3/19/2020
EQT,EOD/EQT,EQT Corporation,NYSE,3/19/2020
EQWL,EOD/EQWL,Invesco S&P 100 Equal Weight,NYSE Arca,3/19/2020
EQX,EOD/EQX,Equinox Gold Corp.,NYSE MKT,3/19/2020
ERA,EOD/ERA,Era Group Inc.,NYSE,3/19/2020
ERC,EOD/ERC,Wells Fargo Multi-Sector Income Fund no par value,NYSE MKT,3/19/2020
ERF,EOD/ERF,Enerplus Corporation,NYSE,3/19/2020
ERH,EOD/ERH,Wells Fargo Utilities and High Income Fund,NYSE MKT,3/19/2020
ERI,EOD/ERI,Eldorado Resorts Inc.,NASDAQ,3/19/2020
ERIC,EOD/ERIC,Ericsson,NASDAQ,3/19/2020
ERIE,EOD/ERIE,Erie Indemnity Company,NASDAQ,3/19/2020
ERII,EOD/ERII,Energy Recovery Inc.,NASDAQ,3/19/2020
ERJ,EOD/ERJ,Embraer S.A.,NYSE,3/19/2020
ERM,EOD/ERM,EquityCompass Risk Manager,NYSE Arca,3/19/2020
EROS,EOD/EROS,Eros International PLC A,NYSE,3/19/2020
ERSX,EOD/ERSX,ERShares Non-US Small Cap,NYSE Arca,3/19/2020
ERUS,EOD/ERUS,iShares MSCI Russia,NYSE Arca,3/19/2020
ERX,EOD/ERX,Direxion Energy Bull 3X Shares,NYSE Arca,3/19/2020
ERY,EOD/ERY,Direxion Daily Energy Bear 3X Shares,NYSE Arca,3/19/2020
ERYP,EOD/ERYP,Erytech Pharma S.A.,NASDAQ,3/19/2020
ES,EOD/ES,Eversource Energy (D/B/A),NYSE,3/19/2020
ESBA,EOD/ESBA,Empire State Realty OP L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests,NYSE Arca,3/19/2020
ESBK,EOD/ESBK,Elmira Savings Bank NY (The),NASDAQ,3/19/2020
ESCA,EOD/ESCA,Escalade Incorporated,NASDAQ,3/19/2020
ESE,EOD/ESE,ESCO Technologies Inc.,NYSE,3/19/2020
ESEA,EOD/ESEA,Euroseas Ltd.,NASDAQ,3/19/2020
ESGD,EOD/ESGD,iShares MSCI EAFE ESG Select ETF,NASDAQ,3/19/2020
ESGE,EOD/ESGE,iShares MSCI EM ESG Select ETF,NASDAQ,3/19/2020
ESGF,EOD/ESGF,Invesco Exchange-Traded Fund Trust II Global ESG Revenue,NYSE Arca,2/14/2020
ESGL,EOD/ESGL,Invesco Exchange-Traded Self-Indexed Fund Trust ESG Revenue,NYSE Arca,2/14/2020
ESGN,EOD/ESGN,Columbia Sustainable International Equity Income,NYSE Arca,3/19/2020
ESGR,EOD/ESGR,Enstar Group Limited,NASDAQ,3/19/2020
ESGRO,EOD/ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,NASDAQ,3/19/2020
ESGRP,EOD/ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,NASDAQ,3/19/2020
ESGS,EOD/ESGS,Columbia Sustainable U.S. Equity Income,NYSE Arca,3/19/2020
ESGU,EOD/ESGU,iShares MSCI USA ESG Optimized ETF,NASDAQ,3/19/2020
ESGW,EOD/ESGW,Columbia Sustainable Global Equity Income,NYSE Arca,3/19/2020
ESI,EOD/ESI,Element Solutions Inc.,NYSE,3/19/2020
ESLT,EOD/ESLT,Elbit Systems Ltd.,NASDAQ,3/19/2020
ESNG,EOD/ESNG,Direxion MSCI USA ESG - Leaders vs. Laggards,NYSE Arca,3/19/2020
ESNT,EOD/ESNT,Essent Group Ltd.,NYSE,3/19/2020
ESP,EOD/ESP,Espey Mfg. & Electronics Corp.,NYSE MKT,3/19/2020
ESPO,EOD/ESPO,VanEck Vectors Video Gaming and eSports ETF,NYSE Arca,3/19/2020
ESPR,EOD/ESPR,Esperion Therapeutics Inc.,NASDAQ,3/19/2020
ESQ,EOD/ESQ,Esquire Financial Holdings Inc.,NASDAQ,3/19/2020
ESRT,EOD/ESRT,Empire State Realty Trust Inc. Class A,NYSE,3/19/2020
ESS,EOD/ESS,Essex Property Trust Inc.,NYSE,3/19/2020
ESSA,EOD/ESSA,ESSA Bancorp Inc.,NASDAQ,3/19/2020
ESSCU,EOD/ESSCU,East Stone Acquisition Corp - Units (1 Ord 1 Right & 1 Warrant),NASDAQ,3/19/2020
ESTA,EOD/ESTA,Establishment Labs Holdings Inc.,NASDAQ,3/19/2020
ESTC,EOD/ESTC,Elastic N.V.,NYSE,3/19/2020
ESTE,EOD/ESTE,Earthstone Energy Inc. Class A,NYSE MKT,3/19/2020
ESTR,EOD/ESTR,Estre Ambiental Inc.,NASDAQ,1/31/2020
ESTRF,EOD/ESTRF,Estre Ambiental Inc.,NASDAQ,2/3/2020
ESTRW,EOD/ESTRW,Estre Ambiental Inc. Warrants,NASDAQ,1/31/2020
ESXB,EOD/ESXB,Community Bankers Trust Corporation.,NASDAQ,3/19/2020
ET,EOD/ET,Energy Transfer LP,NYSE,3/19/2020
ETB,EOD/ETB,Eaton Vance Tax-Managed Buy-Write Income Fund of Beneficial Interest,NYSE,3/19/2020
ETFC,EOD/ETFC,E*TRADE Financial Corporation,NASDAQ,3/19/2020
ETG,EOD/ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund of Beneficial Interest,NYSE,3/19/2020
ETH,EOD/ETH,Ethan Allen Interiors Inc.,NYSE,3/19/2020
ETHO,EOD/ETHO,Etho Climate Leadership U.S.,NYSE Arca,3/19/2020
ETI.P,EOD/ETI_P,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,NYSE,3/19/2020
ETJ,EOD/ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund of Beneficial Interest,NYSE,3/19/2020
ETM,EOD/ETM,Entercom Communications Corp.,NYSE,3/19/2020
ETN,EOD/ETN,Eaton Corporation PLC,NYSE,3/19/2020
ETNB,EOD/ETNB,89bio Inc.,NASDAQ,3/19/2020
ETO,EOD/ETO,Eaton Vance Tax-Advantage Global Dividend Opp,NYSE,3/19/2020
ETON,EOD/ETON,Eton Pharmaceuticals Inc.,NASDAQ,3/19/2020
ETP.P.C,EOD/ETP_P_C,Energy Transfer Operating L.P. Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NYSE,3/19/2020
ETP.P.D,EOD/ETP_P_D,Energy Transfer Operating L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NYSE,3/19/2020
ETP.P.E,EOD/ETP_P_E,Energy Transfer Operating L.P. Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NYSE,3/19/2020
ETR,EOD/ETR,Entergy Corporation,NYSE,3/19/2020
ETRN,EOD/ETRN,Equitrans Midstream Corporation,NYSE,3/19/2020
ETSY,EOD/ETSY,Etsy Inc.,NASDAQ,3/19/2020
ETTX,EOD/ETTX,Entasis Therapeutics Holdings Inc.,NASDAQ,3/19/2020
ETV,EOD/ETV,Eaton Vance Corporation Tax-Managed Buy-Write Opportunities Fund of Beneficial Interest,NYSE,3/19/2020
ETW,EOD/ETW,Eaton Vance Corporation Tax-Managed Global Buy-Write Opportunites Fund of Beneficial Interest,NYSE,3/19/2020
ETX,EOD/ETX,Eaton Vance Municipal Income 2028 Term Trust of Beneficial Interest,NYSE,3/19/2020
ETY,EOD/ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund of Beneficial Interest,NYSE,3/19/2020
EUDG,EOD/EUDG,WisdomTree Europe Quality Dividend Growth Fund,NYSE Arca,3/19/2020
EUFL,EOD/EUFL,Direxion Daily European Financials Bull 2X Shares,NYSE Arca,3/19/2020
EUFN,EOD/EUFN,iShares MSCI Europe Financial Sector Index Fund,NASDAQ,3/19/2020
EUFX,EOD/EUFX,ProShares Short Euro,NYSE Arca,3/19/2020
EUM,EOD/EUM,ProShares Short MSCI Emerging Markets,NYSE Arca,3/19/2020
EUMV,EOD/EUMV,iShares Edge MSCI Min Vol Europe,NYSE Arca,3/19/2020
EUO,EOD/EUO,ProShares UltraShort Euro,NYSE Arca,3/19/2020
EURL,EOD/EURL,Direxion Daily FTSE Europe Bull 3x Shares,NYSE Arca,3/19/2020
EURN,EOD/EURN,Euronav NV,NYSE,3/19/2020
EUSA,EOD/EUSA,iShares MSCI USA Equal Weighted,NYSE Arca,3/19/2020
EUSC,EOD/EUSC,WisdomTree Europe Hedged SmallCap Equity Fund,NYSE Arca,3/19/2020
EV,EOD/EV,Eaton Vance Corporation,NYSE,3/19/2020
EVA,EOD/EVA,Enviva Partners LP representing limited partner interests,NYSE,3/19/2020
EVBG,EOD/EVBG,Everbridge Inc.,NASDAQ,3/19/2020
EVBN,EOD/EVBN,Evans Bancorp Inc.,NYSE MKT,3/19/2020
EVC,EOD/EVC,Entravision Communications Corporation,NYSE,3/19/2020
EVER,EOD/EVER,EverQuote Inc.,NYSE,3/19/2020
EVF,EOD/EVF,Eaton Vance Senior Income Trust,NYSE,3/19/2020
EVFM,EOD/EVFM,Evofem Biosciences Inc.,NASDAQ,3/19/2020
EVG,EOD/EVG,Eaton Vance Short Diversified Income Fund Duration Diversified Income Fund of Beneficial Interest,NYSE,3/19/2020
EVGBC,EOD/EVGBC,Eaton Vance Global Income Builder NextShares,NASDAQ,3/19/2020
EVGN,EOD/EVGN,Evogene Ltd.,NYSE,3/19/2020
EVH,EOD/EVH,Evolent Health Inc Class A,NYSE,3/19/2020
EVI,EOD/EVI,EVI Industries Inc.,NYSE MKT,3/19/2020
EVK,EOD/EVK,Ever-Glory International Group Inc.,NYSE MKT,3/18/2020
EVLMC,EOD/EVLMC,Eaton Vance TABS 5-to-15 Year Laddered Municipal B,NASDAQ,3/6/2020
EVLO,EOD/EVLO,Evelo Biosciences Inc.,NASDAQ,3/19/2020
EVM,EOD/EVM,Eaton Vance California Municipal Bond Fund of Beneficial Interest $.01 par value,NYSE MKT,3/19/2020
EVN,EOD/EVN,Eaton Vance Municipal Income Trust,NYSE,3/19/2020
EVOK,EOD/EVOK,Evoke Pharma Inc.,NASDAQ,3/19/2020
EVOL,EOD/EVOL,Evolving Systems Inc.,NASDAQ,3/19/2020
EVOP,EOD/EVOP,EVO Payments Inc.,NASDAQ,3/19/2020
EVR,EOD/EVR,Evercore Inc. Class A,NYSE,3/19/2020
EVRG,EOD/EVRG,Evergy Inc.,NYSE,3/19/2020
EVRI,EOD/EVRI,Everi Holdings Inc.,NYSE,3/19/2020
EVSI,EOD/EVSI,Envision Solar International Inc.,NASDAQ,3/19/2020
EVSIW,EOD/EVSIW,Envision Solar International Inc. Warrant,NASDAQ,3/19/2020
EVSTC,EOD/EVSTC,Eaton Vance Stock NextShares,NASDAQ,2/19/2020
EVT,EOD/EVT,Eaton Vance Tax Advantaged Dividend Income Fund of Beneficial Interest,NYSE,3/19/2020
EVTC,EOD/EVTC,Evertec Inc.,NYSE,3/19/2020
EVV,EOD/EVV,Eaton Vance Limited Duration Income Fund of Beneficial Interest,NYSE MKT,3/19/2020
EVX,EOD/EVX,VanEck Vectors Environmental Services,NYSE Arca,3/19/2020
EVY,EOD/EVY,Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest,NYSE MKT,3/19/2020
EW,EOD/EW,Edwards Lifesciences Corporation,NYSE,3/19/2020
EWA,EOD/EWA,iShares MSCI Australia Index Fund,NYSE Arca,3/19/2020
EWBC,EOD/EWBC,East West Bancorp Inc.,NASDAQ,3/19/2020
EWC,EOD/EWC,iShares MSCI Canada Index Fund,NYSE Arca,3/19/2020
EWCO,EOD/EWCO,Invesco S&P 500 Equal Weight Communication Services,NYSE Arca,3/19/2020
EWD,EOD/EWD,iShares Inc MSCI Sweden,NYSE Arca,3/19/2020
EWEM,EOD/EWEM,Invesco MSCI Emerging Markets Equal Country Weight,NYSE Arca,2/14/2020
EWG,EOD/EWG,iShares MSCI Germany Index Fund,NYSE Arca,3/19/2020
EWH,EOD/EWH,iShares MSCI Hong Kong Index Fund,NYSE Arca,3/19/2020
EWI,EOD/EWI,iShares Inc MSCI Italy,NYSE Arca,3/19/2020
EWJ,EOD/EWJ,iShares MSCI Japan Index Fund,NYSE Arca,3/19/2020
EWJE,EOD/EWJE,iShares MSCI Japan Equal Weighted ETF,NASDAQ,3/19/2020
EWJV,EOD/EWJV,The iShares MSCI Japan Value ETF,NASDAQ,3/19/2020
EWK,EOD/EWK,iShares Inc MSCI Belgium,NYSE Arca,3/19/2020
EWL,EOD/EWL,iShares Inc MSCI Switzerland,NYSE Arca,3/19/2020
EWM,EOD/EWM,iShares MSCI Malaysia Index Fund,NYSE Arca,3/19/2020
EWMC,EOD/EWMC,Invesco S&P MidCap 400 Equal Weight,NYSE Arca,3/19/2020
EWN,EOD/EWN,iShares MSCI Netherlands Index Fund,NYSE Arca,3/19/2020
EWO,EOD/EWO,iShares Inc MSCI Austria,NYSE Arca,3/19/2020
EWP,EOD/EWP,iShares Inc MSCI Spain,NYSE Arca,3/19/2020
EWQ,EOD/EWQ,iShares MSCI France Index Fund,NYSE Arca,3/19/2020
EWRE,EOD/EWRE,Invesco S&P 500 Equal Weight Real Estate,NYSE Arca,3/19/2020
EWS,EOD/EWS,iShares Inc MSCI Singapore,NYSE Arca,3/19/2020
